date,asset,open,high,low,close,volume,turnover,trailing-high,trailing-ago,prct-decline,trailing-max-decline,idx,trailing-high-idx,date-instant,trailing-high-date,setup,signal,initial,px0,px5,px10,px20,px40,category,pl
2019-12-11 00:00:00+00:00,VZ,61.4,61.42,60.995,61.08,3104542,1.8962542535999998E8,61.58,265,-0.009499837609613482,-0.15102305943488137,407,142,2019-12-11T00:00Z,2018-11-20T00:00Z,true,true,true,61.17,60.86,61.29,58.99,60.24,Stock,-0.018077488965179023
2019-01-22 00:00:00+00:00,WAT,204.0,205.48,202.06,203.66,230212,4.688497592E7,210.02,152,-0.03790115227121227,-0.19805256642224545,182,30,2019-01-22T00:00Z,2018-06-13T00:00Z,true,true,true,229.51,229.42,232.65,234.0,245.26,Stock,0.06862446080780793
2023-12-12 00:00:00+00:00,WCN,142.08,145.61,141.53,145.55,459786,6.6921852300000004E7,146.12,257,-0.031412537640295723,-0.1618083670715249,1350,1093,2023-12-12T00:00Z,2022-12-02T00:00Z,true,true,true,148.67,147.34,147.98,148.05,156.71,Stock,0.0540795049438354
2018-06-28 00:00:00+00:00,WEC,64.13,64.82,64.0,64.46,665825,4.291907949999999E7,64.93,299,-0.014323117203141944,-0.09933774834437104,41,0,2018-06-28T00:00Z,2018-05-01T00:00Z,true,true,true,64.65,66.41,65.19,65.69,67.8,Stock,0.048723897911832736
2025-01-17 00:00:00+00:00,WES,40.67,41.78,40.56,41.51,243862,1.012271162E7,42.8,123,-0.05233644859813069,-0.18609593199757135,1689,1566,2025-01-17T00:00Z,2024-07-23T00:00Z,true,true,true,42.89,41.17,40.6,41.62,41.58,Stock,-0.019999999999999907
2021-06-29 00:00:00+00:00,WFC PRL,1490.5,1500.0,1490.5,1497.91,3644,5458384.04,1518.0,122,-0.018115942028985477,-0.17525641679848958,796,674,2021-06-29T00:00Z,2021-01-04T00:00Z,true,true,true,1526.21,1529.3,1537.8,1521.17,1495.4,,-0.02018726125500414
2019-04-29 00:00:00+00:00,WFC PRQ,26.03,26.13,26.0,26.09,28227,736442.43,26.33,204,-0.012533232054690369,-0.10178503608051648,249,45,2019-04-29T00:00Z,2018-07-05T00:00Z,true,true,true,26.3,26.36,26.28,26.3,26.23,,-0.0026615969581749166
2022-10-20 00:00:00+00:00,WMK,85.23,85.86,84.06,84.34,25692,2166863.2800000003,86.88,127,-0.03245856353591148,-0.18186003683241247,1058,931,2022-10-20T00:00Z,2022-04-20T00:00Z,true,true,true,87.97,91.9,85.93,85.55,81.21,Stock,0.023780834375355164
2019-06-06 00:00:00+00:00,WMT,104.49,105.66,104.2,105.11,2611115,2.7445429765E8,106.21,140,-0.018924771678749508,-0.1923547688541568,276,136,2019-06-06T00:00Z,2018-11-12T00:00Z,true,true,true,106.06,108.65,110.32,111.98,109.4,Stock,0.0347011125777863
2022-04-01 00:00:00+00:00,WMT,149.66,151.26,148.87,151.01,2418153,3.6516528453E8,152.58,157,-0.024315113383143294,-0.17672750977835727,988,831,2022-04-01T00:00Z,2021-08-18T00:00Z,true,true,true,151.04,157.41,155.88,151.98,128.63,Stock,0.011403601694915277
2021-11-19 00:00:00+00:00,WSO,301.49,302.82,299.19,302.44,44139,1.334939916E7,307.87,136,-0.028193718127781264,-0.14402182739467972,897,761,2021-11-19T00:00Z,2021-05-10T00:00Z,true,true,true,306.51,299.63,304.93,299.85,292.65,Stock,-0.020000000000000018
2019-05-08 00:00:00+00:00,WTM,932.77,961.71,931.81,955.87,6772,6473151.64,980.49,161,-0.049648645065222596,-0.15144468582035508,256,95,2019-05-08T00:00Z,2018-09-14T00:00Z,true,true,true,975.99,949.57,975.14,986.2,1059.5,Stock,-0.020000000000000018
2024-11-08 00:00:00+00:00,WTM,1882.4,1897.0,1851.1,1865.55,3121,5822381.55,1914.89,129,-0.0333126184793906,-0.13254547258589278,1643,1514,2024-11-08T00:00Z,2024-05-07T00:00Z,true,true,true,1909.95,1918.9,1988.34,1977.17,1871.46,Stock,0.014490745831042595
2025-11-28 00:00:00+00:00,WTM,2030.44,2037.54,2023.45,2024.25,2405,4868321.25,2039.84,252,-0.008034943917169857,-0.1934073260647894,1906,1654,2025-11-28T00:00Z,2024-11-25T00:00Z,true,true,true,2024.89,2034.79,2054.51,2075.53,2039.19,Stock,0.007062112015961297
2019-04-23 00:00:00+00:00,WTR,37.54,38.05,37.46,37.84,2562223,9.695451832000001E7,38.24,168,-0.02039748953974896,-0.16082635983263593,245,77,2019-04-23T00:00Z,2018-08-20T00:00Z,true,true,true,38.28,39.06,37.88,39.41,41.58,,-3.1347962382355377E-5
2025-09-23 00:00:00+00:00,WTW,338.175,341.02,337.57,340.59,6499,2213494.4099999997,342.325,141,-0.013890308916964855,-0.14335792010516324,1168,1027,2025-09-23T00:00Z,2025-03-03T00:00Z,true,true,true,343.57,345.47,349.81,330.55,319.53,Warrant,-0.0022010070727944697
2018-08-31 00:00:00+00:00,YUM,85.7,86.95,85.7,86.89,1057737,9.190676793E7,87.11,299,-0.01618643094937433,-0.11479738261967631,86,0,2018-08-31T00:00Z,2018-05-01T00:00Z,true,true,true,87.02,88.46,87.69,90.42,85.47,Stock,0.018290048264766767
2025-02-05 00:00:00+00:00,YUM,131.39,131.71,129.55,131.25,786050,1.031690625E8,143.2,193,-0.09532122905027918,-0.1469273743016759,1635,1442,2025-02-05T00:00Z,2024-04-29T00:00Z,true,true,true,144.01,146.51,150.96,159.26,161.45,Stock,0.12110270120130551
